,CustomerId,Geography,Age,Tenure,HasCrCard,EstimatedSalary,Churn
556,15705515,Germany,35-39,5,1,150000-159999,0
557,15634844,Germany,40-44,3,1,190000-199999,1
558,15717046,Spain,50-54,3,1,30000-39999,0
559,15571816,Spain,65-69,5,1,0-9999,0
560,15670080,Germany,25-29,7,0,130000-139999,0
561,15800440,Spain,60-64,1,0,80000-89999,0
562,15665678,Spain,35-39,8,1,70000-79999,0
563,15665956,France,45-49,1,1,70000-79999,1
564,15788126,Spain,35-39,6,1,10000-19999,0
565,15811773,France,35-39,4,1,140000-149999,0
566,15651674,Spain,50-54,2,0,190000-199999,1
567,15689614,Spain,60-64,1,1,30000-39999,0
568,15795564,Germany,30-34,5,1,70000-79999,0
569,15706647,France,30-34,7,1,160000-169999,0
570,15728505,France,40-44,1,1,60000-69999,0
571,15730076,France,40-44,1,1,60000-69999,1
572,15622003,France,30-34,9,1,160000-169999,0
573,15607312,Spain,45-49,10,1,150000-159999,1
574,15644753,Spain,35-39,3,1,30000-39999,0
575,15653620,France,25-29,8,1,10000-19999,0
576,15761986,Spain,30-34,3,1,70000-79999,0
577,15633922,France,25-29,4,0,140000-149999,0
578,15734674,France,40-44,6,1,60000-69999,0
579,15658032,France,35-39,2,1,80000-89999,0
580,15692671,Spain,35-39,8,1,160000-169999,0
581,15737741,Spain,30-34,2,0,100000-109999,1
582,15576352,Spain,55-59,3,0,0-9999,0
583,15753719,Germany,25-29,9,1,70000-79999,0
584,15803689,Germany,50-54,1,0,50000-59999,1
585,15718057,France,50-54,2,0,170000-179999,1
586,15722010,Spain,50-54,9,1,30000-39999,1
587,15680998,France,40-44,5,1,110000-119999,0
588,15614782,France,35-39,1,1,160000-169999,0
589,15591047,Spain,45-49,6,0,140000-149999,1
590,15788291,Germany,35-39,7,1,50000-59999,1
591,15604044,France,35-39,8,1,0-9999,0
592,15679587,France,30-34,9,1,20000-29999,0
593,15775153,Spain,30-34,4,0,140000-149999,0
594,15603925,Spain,25-29,4,0,30000-39999,0
595,15680970,Germany,40-44,2,1,160000-169999,0
596,15697183,Spain,40-44,9,1,100000-109999,0
597,15567446,Germany,35-39,9,1,30000-39999,0
598,15637476,Germany,55-59,5,0,0-9999,1
599,15714939,Germany,30-34,4,0,30000-39999,0
600,15683503,France,40-44,8,0,110000-119999,1
601,15645569,Spain,25-29,7,1,160000-169999,0
602,15782569,France,70-74,9,0,60000-69999,0
603,15592387,France,25-29,5,1,50000-59999,1
604,15609286,France,35-39,10,1,90000-99999,0
605,15814035,France,25-29,9,1,80000-89999,0
606,15661249,France,50-54,4,0,110000-119999,0
607,15629117,France,25-29,10,1,10000-19999,0
608,15607170,France,30-34,5,1,70000-79999,0
609,15586585,Germany,50-54,2,1,80000-89999,0
610,15686611,France,25-29,10,0,170000-179999,0
611,15603203,France,25-29,6,1,0-9999,0
612,15619857,France,60-64,2,1,10000-19999,0
613,15805062,Spain,35-39,1,1,70000-79999,0
614,15660271,Germany,25-29,8,1,170000-179999,0
615,15745295,Spain,30-34,0,1,120000-129999,1
616,15719352,Spain,35-39,6,1,80000-89999,0
617,15766575,Germany,60-64,8,1,190000-199999,1
618,15594594,Spain,40-44,7,1,80000-89999,0
619,15646161,Spain,35-39,8,1,180000-189999,0
620,15682585,France,30-34,9,1,70000-79999,0
621,15603134,Spain,35-39,10,0,150000-159999,0
622,15636444,Germany,50-54,5,1,70000-79999,0
623,15773456,Germany,35-39,3,0,80000-89999,0
624,15745307,Spain,45-49,2,0,20000-29999,0
625,15604119,Spain,30-34,7,0,120000-129999,0
626,15626900,France,25-29,1,1,90000-99999,0
627,15605447,France,45-49,2,1,0-9999,0
628,15589030,France,45-49,1,1,140000-149999,0
629,15692463,Spain,25-29,3,1,40000-49999,0
630,15712403,France,60-64,1,1,60000-69999,1
631,15811762,Germany,50-54,6,1,50000-59999,1
632,15718673,Spain,30-34,10,1,60000-69999,0
633,15724282,Germany,40-44,3,1,10000-19999,0
634,15738181,France,30-34,6,0,50000-59999,1
635,15633648,Spain,50-54,5,1,50000-59999,0
636,15603323,Spain,30-34,1,0,110000-119999,0
637,15583725,France,45-49,1,0,160000-169999,0
638,15588350,France,40-44,10,0,20000-29999,0
639,15798398,France,35-39,4,0,190000-199999,0
640,15784844,Spain,45-49,5,1,150000-159999,1
641,15580684,France,25-29,5,1,40000-49999,0
642,15809663,France,25-29,1,1,110000-119999,0
643,15640078,Germany,35-39,5,1,170000-179999,1
644,15698786,France,35-39,9,1,20000-29999,1
645,15569807,France,30-34,8,1,20000-29999,1
646,15730830,France,25-29,3,1,100000-109999,0
647,15805112,France,35-39,7,1,0-9999,0
648,15633064,France,35-39,4,1,60000-69999,0
649,15703119,France,35-39,6,1,140000-149999,0
650,15730447,France,45-49,4,1,190000-199999,0
651,15813850,France,50-54,7,1,10000-19999,0
652,15711889,France,40-44,3,1,100000-109999,0
653,15664610,Germany,45-49,4,1,10000-19999,1
654,15751710,Spain,30-34,8,1,0-9999,0
655,15692926,Germany,20-24,8,1,130000-139999,0
656,15813741,Spain,20-24,6,0,20000-29999,0
657,15698474,Germany,50-54,1,1,190000-199999,0
658,15568595,France,60-64,9,1,120000-129999,0
659,15603065,France,25-29,6,1,10000-19999,0
660,15592937,Germany,40-44,3,1,30000-39999,0
661,15699637,Spain,55-59,8,1,110000-119999,0
662,15667215,France,30-34,2,1,50000-59999,0
663,15788659,France,45-49,4,1,130000-139999,0
664,15763218,France,40-44,1,0,130000-139999,0
665,15645772,France,30-34,9,1,80000-89999,0
666,15725511,France,30-34,3,0,160000-169999,0
667,15575024,France,25-29,3,1,140000-149999,0
668,15640825,Spain,45-49,3,1,50000-59999,0
669,15662397,France,40-44,5,1,0-9999,0
670,15576368,Germany,45-49,3,0,30000-39999,0
671,15674991,France,40-44,9,0,50000-59999,0
672,15721024,France,25-29,0,0,40000-49999,0
673,15745621,Spain,30-34,6,1,10000-19999,0
674,15642394,Spain,30-34,5,1,180000-189999,0
675,15754605,France,35-39,5,1,10000-19999,0
676,15607040,Spain,35-39,4,1,60000-69999,0
677,15715142,Germany,40-44,7,0,140000-149999,1
678,15810978,Spain,65-69,1,1,40000-49999,0
679,15668886,Spain,35-39,3,1,40000-49999,0
680,15780804,France,50-54,5,0,70000-79999,0
681,15613880,Spain,55-59,5,0,130000-139999,0
682,15775238,Germany,40-44,4,0,150000-159999,0
683,15786905,Germany,35-39,8,0,80000-89999,0
684,15747867,France,20-24,9,0,80000-89999,0
685,15600337,Spain,40-44,2,0,20000-29999,1
686,15801277,France,30-34,2,1,180000-189999,0
687,15579334,Germany,40-44,5,1,120000-129999,1
688,15802741,France,50-54,7,1,30000-39999,1
689,15720649,France,35-39,5,1,30000-39999,0
690,15589493,Germany,25-29,1,1,60000-69999,0
691,15688251,France,40-44,1,1,70000-79999,0
692,15665238,Germany,35-39,8,0,0-9999,0
693,15740900,France,30-34,6,1,170000-179999,0
694,15681068,France,40-44,2,1,120000-129999,0
695,15748625,France,55-59,6,1,10000-19999,0
696,15727299,Spain,60-64,1,1,70000-79999,1
697,15620204,Germany,55-59,1,1,120000-129999,1
698,15669516,Spain,35-39,2,1,10000-19999,0
699,15736534,Germany,30-34,0,1,100000-109999,0
700,15803457,France,30-34,5,1,90000-99999,0
701,15659098,France,25-29,7,0,10000-19999,0
702,15603436,Spain,45-49,2,0,120000-129999,0
703,15566292,Spain,35-39,1,0,70000-79999,0
704,15808621,Germany,35-39,2,1,140000-149999,0
705,15580148,Germany,35-39,5,1,20000-29999,1
706,15776231,Germany,30-34,4,1,30000-39999,0
707,15773809,France,40-44,4,1,0-9999,0
708,15649423,France,30-34,8,0,10000-19999,0
709,15734886,France,30-34,3,1,140000-149999,0
710,15722548,France,45-49,0,0,110000-119999,0
711,15650288,Germany,30-34,6,1,120000-129999,0
712,15629448,Spain,35-39,1,1,90000-99999,0
713,15716164,France,40-44,3,1,170000-179999,0
714,15807609,Spain,20-24,3,1,10000-19999,1
715,15578977,France,30-34,9,1,140000-149999,0
716,15677369,Germany,35-39,4,0,180000-189999,0
717,15804072,Spain,40-44,5,0,20000-29999,0
718,15696859,France,40-44,10,0,170000-179999,0
719,15653780,France,40-44,5,1,40000-49999,0
720,15721658,Spain,55-59,2,1,150000-159999,1
721,15578761,Spain,40-44,6,1,170000-179999,1
722,15736879,France,20-24,1,0,60000-69999,0
723,15571973,France,35-39,2,1,160000-169999,0
724,15626742,France,35-39,3,1,110000-119999,0
725,15672692,France,40-44,10,1,70000-79999,0
726,15673570,France,35-39,9,0,70000-79999,0
727,15767432,France,20-24,7,1,0-9999,0
728,15654238,France,35-39,5,1,80000-89999,0
729,15612525,France,55-59,1,0,130000-139999,1
730,15812750,France,20-24,6,1,20000-29999,0
731,15790757,France,20-24,10,0,180000-189999,0
732,15723873,Spain,30-34,3,0,90000-99999,0
733,15744607,Germany,40-44,9,1,60000-69999,1
734,15612966,Germany,55-59,7,0,170000-179999,1
735,15784209,France,45-49,6,1,90000-99999,0
736,15794278,Spain,65-69,6,1,70000-79999,0
737,15766741,France,35-39,2,0,160000-169999,0
738,15661036,France,45-49,6,1,160000-169999,0
739,15705639,France,25-29,8,1,40000-49999,0
740,15637414,France,20-24,7,0,30000-39999,0
741,15716835,France,20-24,8,1,120000-129999,0
742,15696231,France,25-29,7,1,140000-149999,0
743,15641675,France,45-49,2,0,160000-169999,1
744,15670755,France,55-59,8,1,100000-109999,0
745,15640059,France,35-39,5,1,70000-79999,0
746,15787619,France,15-19,2,0,140000-149999,0
747,15587535,Spain,45-49,5,1,50000-59999,0
748,15813034,Spain,35-39,2,1,50000-59999,0
749,15698839,Germany,45-49,4,1,120000-129999,0
750,15790314,France,40-44,0,0,130000-139999,0
751,15634245,Germany,45-49,9,1,70000-79999,0
752,15677305,France,30-34,7,1,0-9999,0
753,15661526,Germany,35-39,2,1,0-9999,0
754,15685997,Spain,35-39,5,1,10000-19999,0
755,15660101,France,30-34,9,1,140000-149999,0
756,15637979,Germany,35-39,2,1,70000-79999,0
757,15815364,Spain,25-29,2,1,110000-119999,0
758,15647099,France,35-39,9,1,70000-79999,0
759,15625944,France,55-59,5,1,60000-69999,0
760,15583212,France,40-44,5,1,190000-199999,0
761,15582741,France,30-34,5,1,80000-89999,1
762,15637876,Germany,35-39,6,0,30000-39999,1
763,15622750,Germany,20-24,1,1,30000-39999,0
764,15672056,Germany,40-44,2,1,150000-159999,1
765,15812351,Spain,25-29,2,1,140000-149999,0
766,15810864,France,80-84,2,0,180000-189999,0
767,15677921,Germany,55-59,9,0,150000-159999,1
768,15724296,Spain,40-44,2,0,120000-129999,0
769,15685329,France,60-64,1,0,20000-29999,1
770,15584091,Germany,35-39,2,0,40000-49999,1
771,15640442,France,30-34,4,0,40000-49999,0
772,15639314,France,30-34,2,0,0-9999,0
773,15685320,France,35-39,3,0,120000-129999,0
774,15789158,Germany,45-49,6,1,150000-159999,1
775,15752137,France,30-34,7,1,110000-119999,0
776,15712551,Germany,55-59,7,1,120000-129999,1
777,15628936,Spain,25-29,9,0,10000-19999,1
778,15797227,France,25-29,8,1,50000-59999,0
779,15769974,Spain,30-34,8,0,120000-129999,0
780,15737051,France,25-29,8,1,190000-199999,0
781,15585595,France,25-29,1,0,60000-69999,0
782,15654060,France,40-44,2,0,70000-79999,0
783,15745196,France,30-34,8,0,80000-89999,0
784,15571221,Germany,55-59,7,1,190000-199999,1
785,15660155,Spain,35-39,5,0,60000-69999,0
786,15605284,France,25-29,1,1,100000-109999,0
787,15694366,Germany,40-44,2,0,40000-49999,0
788,15600739,Spain,30-34,0,1,110000-119999,0
789,15653253,Spain,45-49,8,1,170000-179999,0
790,15763431,France,35-39,2,1,90000-99999,0
791,15643696,France,45-49,3,1,140000-149999,0
792,15707473,Germany,45-49,6,1,110000-119999,0
793,15769504,Germany,30-34,1,1,100000-109999,0
794,15776807,France,25-29,1,1,180000-189999,0
795,15686870,Germany,35-39,8,0,90000-99999,0
796,15668747,France,45-49,9,0,100000-109999,0
797,15766908,Germany,30-34,3,1,90000-99999,0
798,15570134,France,30-34,6,1,30000-39999,0
799,15567367,Germany,40-44,9,0,100000-109999,0
800,15747542,France,50-54,7,1,170000-179999,0
801,15762238,Germany,40-44,0,0,30000-39999,0
802,15681554,Germany,30-34,7,1,40000-49999,0
803,15712825,Spain,25-29,9,0,140000-149999,0
804,15640280,France,35-39,4,0,150000-159999,0
805,15756026,Spain,45-49,9,0,10000-19999,1
806,15613319,France,30-34,0,0,170000-179999,0
807,15798906,France,65-69,5,1,180000-189999,0
808,15708917,Germany,50-54,10,1,130000-139999,0
809,15778463,France,35-39,6,1,120000-129999,0
810,15699430,France,30-34,10,1,180000-189999,0
811,15649992,Spain,60-64,7,0,190000-199999,0
812,15578980,Spain,30-34,3,1,50000-59999,0
813,15775306,Germany,25-29,8,1,80000-89999,1
814,15641655,France,25-29,2,0,50000-59999,0
815,15619708,France,20-24,5,1,140000-149999,0
816,15734565,France,25-29,8,1,190000-199999,0
817,15806438,Germany,40-44,2,0,100000-109999,1
818,15591969,Spain,25-29,9,1,160000-169999,0
819,15747807,France,40-44,6,1,170000-179999,0
820,15596939,Germany,35-39,4,1,80000-89999,0
821,15716155,France,35-39,5,0,120000-129999,0
822,15765311,Spain,30-34,8,1,70000-79999,0
823,15757811,Spain,65-69,9,0,110000-119999,1
824,15603830,Spain,35-39,4,1,140000-149999,0
825,15660602,Germany,30-34,8,1,0-9999,0
826,15660535,France,45-49,5,1,170000-179999,0
827,15666633,Spain,55-59,1,1,10000-19999,0
828,15596914,Germany,30-34,2,1,130000-139999,0
829,15639788,France,35-39,10,1,10000-19999,0
830,15695846,France,30-34,6,1,130000-139999,0
831,15726234,Spain,40-44,5,0,150000-159999,0
832,15797964,Germany,25-29,1,1,130000-139999,0
833,15625881,Germany,35-39,3,1,160000-169999,0
834,15780628,France,25-29,6,0,40000-49999,0
835,15575883,France,30-34,2,1,0-9999,0
836,15585036,Spain,35-39,3,1,140000-149999,0
837,15589488,Germany,55-59,5,1,80000-89999,0
838,15585888,Spain,45-49,3,0,30000-39999,1
839,15727915,France,35-39,4,0,140000-149999,0
840,15707567,Germany,45-49,6,0,90000-99999,1
841,15737792,France,30-34,1,0,170000-179999,0
842,15599433,Germany,30-34,8,0,190000-199999,0
843,15672012,Spain,40-44,5,1,20000-29999,1
844,15806983,France,40-44,3,1,90000-99999,0
845,15592222,France,45-49,7,0,130000-139999,0
846,15608968,Germany,20-24,6,0,20000-29999,0
847,15586959,France,40-44,5,1,120000-129999,0
848,15646558,Spain,50-54,1,1,140000-149999,0
849,15725811,France,20-24,0,0,50000-59999,0
850,15572265,Germany,45-49,1,1,40000-49999,0
851,15794048,Germany,45-49,1,0,110000-119999,1
852,15677610,Germany,40-44,8,1,30000-39999,0
853,15745012,France,40-44,6,1,0-9999,0
854,15601589,France,55-59,8,0,90000-99999,0
855,15686436,Spain,30-34,4,1,160000-169999,0
856,15693864,Germany,45-49,5,1,90000-99999,1
857,15760550,Spain,35-39,7,0,170000-179999,0
858,15686137,Spain,30-34,9,1,130000-139999,0
859,15809087,France,60-64,1,1,190000-199999,1
860,15807663,France,40-44,8,1,90000-99999,1
861,15809100,France,30-34,2,1,180000-189999,1
862,15794916,France,40-44,7,1,110000-119999,0
863,15614215,France,50-54,6,0,90000-99999,0
864,15805449,France,35-39,4,0,180000-189999,0
865,15686983,Germany,20-24,10,0,130000-139999,0
866,15808017,France,35-39,1,1,20000-29999,0
867,15756804,France,45-49,1,1,110000-119999,1
868,15646810,Germany,40-44,6,1,100000-109999,1
869,15710424,France,35-39,4,1,190000-199999,0
870,15799422,France,35-39,8,1,20000-29999,0
871,15692750,Germany,40-44,7,1,0-9999,1
872,15794549,France,30-34,2,1,10000-19999,0
873,15803764,France,25-29,7,1,0-9999,0
874,15674840,France,35-39,5,0,0-9999,0
875,15653762,France,35-39,9,0,180000-189999,0
876,15581229,Germany,30-34,1,0,120000-129999,0
877,15800228,Spain,40-44,4,1,30000-39999,0
878,15656333,France,30-34,3,1,60000-69999,0
879,15697497,France,40-44,9,1,70000-79999,0
880,15585362,France,55-59,6,1,10000-19999,1
881,15571928,France,40-44,4,1,110000-119999,1
882,15785519,France,35-39,6,1,140000-149999,0
883,15743007,France,40-44,4,1,60000-69999,1
884,15777211,France,60-64,7,1,140000-149999,0
885,15721935,France,20-24,7,1,150000-159999,0
886,15591711,Spain,35-39,0,1,10000-19999,0
887,15625021,France,40-44,2,1,10000-19999,0
888,15702968,Germany,70-74,3,1,130000-139999,0
889,15600462,France,40-44,8,0,10000-19999,0
890,15768104,Spain,35-39,8,0,60000-69999,0
891,15780140,Germany,30-34,2,1,0-9999,0
892,15585255,France,40-44,9,1,70000-79999,0
893,15772781,France,50-54,3,1,70000-79999,1
894,15669987,Germany,30-34,8,1,50000-59999,1
895,15697000,Germany,30-34,5,1,150000-159999,0
896,15733119,France,30-34,8,1,90000-99999,0
897,15782390,France,35-39,6,1,150000-159999,0
898,15654700,France,35-39,2,1,120000-129999,1
899,15632210,Germany,20-24,2,1,20000-29999,0
900,15642041,Germany,35-39,1,1,70000-79999,1
901,15709737,France,35-39,7,0,80000-89999,0
902,15792388,France,45-49,7,1,140000-149999,0
903,15786014,France,25-29,5,1,180000-189999,0
904,15794580,France,55-59,4,0,170000-179999,1
905,15675964,France,40-44,9,1,90000-99999,1
906,15814275,France,30-34,6,1,40000-49999,0
907,15724848,France,45-49,1,1,110000-119999,1
908,15754713,Spain,30-34,10,1,120000-129999,0
909,15693814,Spain,20-24,7,1,10000-19999,0
910,15599660,France,35-39,6,1,70000-79999,0
911,15746490,Spain,50-54,6,1,120000-129999,0
912,15566091,Spain,30-34,4,1,90000-99999,0
913,15655961,Germany,25-29,1,1,90000-99999,0
914,15710404,France,30-34,10,1,190000-199999,0
915,15775625,France,45-49,6,1,70000-79999,0
916,15792328,France,35-39,6,1,50000-59999,1
917,15719856,France,40-44,3,1,50000-59999,0
918,15593773,Spain,30-34,3,0,80000-89999,0
919,15733114,Spain,40-44,9,1,20000-29999,0
920,15797748,France,40-44,5,0,0-9999,0
921,15743411,Spain,60-64,1,1,20000-29999,1
922,15753337,France,50-54,5,1,180000-189999,1
923,15601026,Germany,15-19,1,1,10000-19999,0
924,15658485,France,30-34,9,1,60000-69999,0
925,15636731,Germany,35-39,1,1,0-9999,0
926,15628303,Spain,30-34,3,1,10000-19999,0
927,15633461,Germany,35-39,5,1,140000-149999,0
928,15677135,Germany,60-64,8,1,90000-99999,0
929,15590876,France,20-24,7,0,110000-119999,0
930,15790782,Spain,35-39,6,0,30000-39999,0
931,15700476,Germany,40-44,9,1,30000-39999,0
932,15634141,Germany,40-44,8,1,0-9999,0
933,15737795,Spain,35-39,1,0,130000-139999,1
934,15790299,Spain,35-39,9,1,10000-19999,0
935,15675316,France,35-39,3,0,110000-119999,0
936,15613630,France,50-54,8,1,90000-99999,1
937,15662100,Germany,40-44,5,0,170000-179999,0
938,15668032,France,35-39,4,1,70000-79999,0
939,15599289,France,35-39,10,1,150000-159999,0
940,15754084,Spain,30-34,1,1,120000-129999,0
941,15676521,France,30-34,8,0,190000-199999,0
942,15804586,France,45-49,6,1,150000-159999,1
943,15781465,Germany,25-29,8,1,130000-139999,0
944,15729362,France,35-39,8,1,130000-139999,0
945,15709295,Spain,20-24,5,1,120000-129999,0
946,15745324,Spain,35-39,4,1,190000-199999,1
947,15741336,France,35-39,5,1,0-9999,1
948,15783659,France,65-69,4,1,130000-139999,0
949,15620981,France,45-49,3,0,20000-29999,1
950,15630328,France,45-49,8,1,40000-49999,0
951,15785899,Germany,30-34,8,1,0-9999,0
952,15606149,Germany,65-69,9,0,180000-189999,0
953,15671139,Spain,35-39,0,1,100000-109999,0
954,15660429,Spain,40-44,2,0,150000-159999,1
955,15571002,France,40-44,4,0,60000-69999,0
956,15631681,Spain,40-44,0,0,80000-89999,0
957,15731522,Spain,65-69,8,1,50000-59999,0
958,15619529,Spain,25-29,8,0,0-9999,0
959,15628034,France,35-39,6,1,20000-29999,0
960,15686164,Germany,30-34,1,1,130000-139999,0
961,15582797,Spain,30-34,4,1,110000-119999,0
962,15753831,Spain,30-34,7,1,30000-39999,0
963,15731815,Spain,60-64,4,1,100000-109999,1
964,15580956,Germany,40-44,4,1,110000-119999,1
965,15602084,France,40-44,5,1,70000-79999,0
966,15589805,France,30-34,6,1,150000-159999,0
967,15720893,Spain,30-34,9,0,20000-29999,0
968,15641009,France,35-39,3,0,70000-79999,0
969,15605926,Germany,65-69,9,0,100000-109999,0
970,15805955,France,45-49,10,1,40000-49999,0
971,15801488,France,20-24,3,1,130000-139999,0
972,15605918,Germany,40-44,5,0,150000-159999,0
973,15779711,Spain,35-39,7,0,170000-179999,0
974,15705620,France,30-34,5,1,130000-139999,0
975,15685357,Spain,35-39,8,0,0-9999,0
976,15570060,France,40-44,8,1,60000-69999,1
977,15582616,France,35-39,4,1,50000-59999,0
978,15799515,France,45-49,8,1,70000-79999,0
979,15642937,France,45-49,7,1,130000-139999,0
980,15624729,France,25-29,0,0,150000-159999,0
981,15566156,Germany,40-44,0,0,150000-159999,0
982,15792360,France,30-34,7,1,0-9999,0
983,15807008,Germany,30-34,6,0,60000-69999,1
984,15704770,France,20-24,1,0,10000-19999,0
